InvestigationID,NoComplaintsReportedNHTSA,NoCrashesFiresReportedNHTSA,NoInjuryIncidentsReportedNHTSA,NoInjuriesReportedNHTSA,NoFatalityIncidentsReportedNHTSA,NoFatalitiesReportedNHTSA,NoOtherFailuresReportedNHTSA,NoComplaintsReportedMfr,NoCrashesFiresReportedMfr,NoInjuryIncidentsReportedMfr,NoInjuriesReportedMfr,NoFatalityIncidentsReportedMfr,NoFatalitiesReportedMfr,NoOtherFailuresReportedMfr,NoComplaintsReported,NoCrashesFiresReported,NoInjuryIncidentsReported,NoInjuriesReported,NoFatalityIncidentsReported,NoFatalitiesReported,NoOtherFailuresReported,Population,InvestigationType,PDSentiment,SummarySentiment,NoPDUptoQuarter,NoDIUptoQuarter,NoIIUptoQuarter,NoIDUptoQuarter,Data,OpenedYear,ClosedYear
PE12012,1,0,1,1,0,0,,,,,,,,,,,,,,,,123000,Preliminary Evaluation,0,-.7184,,,2,38,Opened,2012,
PE12013,7,0,0,0,0,0,,,,,,,,,,,,,,,,460000,Preliminary Evaluation,-.7003,-.9862,7324,2,151,57249,Opened,2012,
PE12014,1,0,0,,0,,,0,0,0,,0,,,1,0,0,,0,,,200,Preliminary Evaluation,-.2263,-.93,,,,,Opened,2012,
PE12015,1,0,1,1,0,0,,,,,,,,,1,,1,1,,,,3000,Preliminary Evaluation,-.6124000000000001,-.8456,,,,,Opened,2012,
PE12016,15,0,0,0,0,0,,,,,,,,,15,,,,,,,87288,Preliminary Evaluation,-.2023,-.7759,784,1,16,3431,Opened,2012,
PE12017,15,0,0,0,0,0,,,,,,,,,,,,,,,,83000,Preliminary Evaluation,-.34,-.9595,1149,,21,3466,Opened,2012,
PE12018,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1812,Preliminary Evaluation,-.5266999999999999,-.7441,277,1,14,97,Opened,2012,
PE12019,99,13,8,9,1,1,,,,,,,,,,,,,,,,730000,Preliminary Evaluation,-.743,-.9909,15329,30,404,119318,Opened,2012,
PE12020,1,0,0,0,0,0,2,,,,,,,,1,,,,,,2,106803,Preliminary Evaluation,-.5423,-.9666,221,,2,466,Opened,2012,
PE12021,12,1,0,0,0,0,3,,,,,,,,,,,,,,,230000,Preliminary Evaluation,-.7003,-.9899,,,,,Opened,2012,
PE12022,2,0,0,0,0,0,,,,,,,,,,,,,,,,8000,Preliminary Evaluation,-.5859,-.9393,,,,,Opened,2012,
PE12023,0,0,0,0,0,0,0,,,,,,,,,,,,,,,100000,Preliminary Evaluation,-.34,-.7579,,,,,Opened,2012,
PE12024,1,1,0,0,0,0,,,,,,,,,,,,,,,,500,Preliminary Evaluation,-.6124000000000001,-.9588,,,,,Opened,2012,
PE12025,3,0,0,0,0,0,10,,,,,,,,,,,,,,,195000,Preliminary Evaluation,-.3182,-.969,4882,6,50,12410,Opened,2012,
PE12026,43,16,1,1,0,0,26,,,,,,,,,,,,,,,577100,Preliminary Evaluation,-.5423,-.9846,346,6,154,12602,Opened,2012,
PE12027,11,0,0,0,0,0,0,,,,,,,,,,,,,,,18361,Preliminary Evaluation,0,-.9337,,,1,21,Opened,2012,
PE12028,54,0,0,,0,,,186,0,0,,0,,,205,0,0,,0,,,87803,Preliminary Evaluation,-.296,-.9933,55,3,7,775,Opened,2012,
PE12029,1,0,0,,0,,0,0,0,0,,0,,,1,0,0,,0,,,70000,Preliminary Evaluation,-.3182,-.8885,,,1,32,Opened,2012,
PE12030,3,1,0,0,0,0,5,,,,,,,,,,,,,,,1000,Preliminary Evaluation,-.7717000000000001,-.6249,,,,,Opened,2012,
PE12031,25,0,0,0,0,0,0,,,,,,,,,,,,,,,,Preliminary Evaluation,-.3818,-.8555,,,,,Opened,2012,
PE12032,12,1,1,0,0,0,,,,,,,,,,,,,,,,112000,Preliminary Evaluation,-.8176,-.9354,,,,,Opened,2012,
PE12033,50,0,0,0,0,0,,,,,,,,,,,,,,,,310000,Preliminary Evaluation,-.25,-.9081,16883,50,576,223605,Opened,2012,
PE12034,9,0,0,0,0,0,2,,,,,,,,9,0,,,,,2,8800,Preliminary Evaluation,-.5574,-.4939,,,,,Opened,2012,
PE12035,38,0,0,0,0,0,3,,,,,,,,38,0,0,,,,3,5100,Preliminary Evaluation,-.6249,-.8089,3,,2,26,Opened,2012,
PE12036,28,0,0,0,0,0,1,,,,,,,,28,0,,,,,1,24000,Preliminary Evaluation,-.34,-.7184,,,,,Opened,2012,
PE12037,1,0,0,,0,,,0,0,0,,0,,,1,0,0,,0,,,2000,Preliminary Evaluation,.128,-.8979,,,,,Opened,2012,
PE13001,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1000,Preliminary Evaluation,-.5106000000000001,-.8934,40,,,,Opened,2013,
PE13002,0,0,0,0,0,0,0,,,,,,,,,,,,,,,5000,Preliminary Evaluation,-.4215,-.8625,,,,,Opened,2013,
PE13003,123,0,0,0,0,0,0,1472,3,1,1,,,27505,1448,3,1,1,,,27505,724982,Preliminary Evaluation,-.5106000000000001,-.9893,11561,3,274,45980,Opened,2013,
PE13004,1,0,0,0,0,0,,,,,,,,,1,,,,,,,170,Preliminary Evaluation,.2023,-.7759,,,,,Opened,2013,
PE13005,0,0,0,0,0,0,1,,,,,,,,,,,,,,1,20000,Preliminary Evaluation,-.765,-.9393,,,,,Opened,2013,
PE13006,0,0,0,0,0,0,0,,,,,,,,,,,,,,,120,Preliminary Evaluation,-.5266999999999999,-.9118000000000001,,,,,Opened,2013,
PE13007,6,0,0,,0,,,0,0,0,,0,,,6,0,0,,0,,,393000,Preliminary Evaluation,-.3818,-.9432,236,5,105,2663,Opened,2013,
PE13008,0,0,0,,0,,0,1,1,0,,0,,1,1,1,0,,0,,1,3000,Preliminary Evaluation,-.7003,-.9485,,,,,Opened,2013,
PE13009,10,0,0,0,0,0,,,,,,,,,,,,,,,,10000,Preliminary Evaluation,-.8947000000000001,-.9584,88,1,7,13,Opened,2013,
PE13010,2,2,1,1,0,0,,,,,,,,,,,,,,,,2500,Preliminary Evaluation,-.3182,-.9081,1888,,9,2319,Opened,2013,
PE13011,1,0,0,0,0,0,,1,,,,,,,1,,,,,,,10000,Preliminary Evaluation,-.25,-.3818,,,,,Opened,2013,
PE13012,0,0,0,0,0,0,0,,,,,,,,,,,,,,,5000,Preliminary Evaluation,-.5859,-.9413,,,,,Opened,2013,
PE13013,30,0,0,0,0,0,,,,,,,,,,,,,,,,103374,Preliminary Evaluation,-.3322,-.8769,14059,2,47,23431,Opened,2013,
PE13014,5,1,0,0,0,0,,,,,,,,,,,,,,,,340000,Preliminary Evaluation,-.7717000000000001,-.9423,5658,13,94,17601,Opened,2013,
PE13015,4,0,0,0,0,0,,,,,,,,,,,,,,,,39000,Preliminary Evaluation,-.4215,-.93,26,1,4,37,Opened,2013,
PE13016,54,0,0,0,0,0,,,,,,,,,54,,,,,,,192076,Preliminary Evaluation,-.8625,-.9698,4035,6,98,29824,Opened,2013,
PE13017,1,0,0,5,0,,,0,0,0,0,0,,,1,0,0,5,0,,,2000,Preliminary Evaluation,-.4588,-.9287,,,,,Opened,2013,
PE13018,95,0,0,0,0,0,,,,,,,,,,,,,,,,400000,Preliminary Evaluation,-.3612,-.7783,2083,2,87,14448,Opened,2013,
PE13019,0,0,0,0,0,0,0,,,,,,,1,,,,,,,1,1000,Preliminary Evaluation,-.6705,-.9857,,,,,Opened,2013,
PE13020,6,0,3,3,0,0,41,,,,,,,,,,,,,,,320000,Preliminary Evaluation,0,-.9108000000000001,184,4,106,7687,Opened,2013,
PE13021,128,0,0,0,0,0,,,,,,,,,,,,,,,,205000,Preliminary Evaluation,-.6597,-.9832,1,4,18,70,Opened,2013,
PE13022,1,0,0,,0,,,0,0,0,,0,,,1,0,0,,0,,,255,Preliminary Evaluation,-.34,-.9584,,,,,Opened,2013,
PE13023,18,0,0,0,0,0,1,,,,,,,,18,0,0,,,,1,9942,Preliminary Evaluation,0,-.8807,,,,,Opened,2013,
PE13024,22,0,0,0,0,0,,,,,,,,,,,,,,,,343993,Preliminary Evaluation,0,-.9723000000000001,235,3,19,682,Opened,2013,
PE13025,2,0,0,0,0,0,0,,,,,,,,,,,,,,,50000,Preliminary Evaluation,-.7506,-.9661,11,,,,Opened,2013,
PE13026,21,3,0,0,0,0,,,,,,,,,,,,,,,,218000,Preliminary Evaluation,-.5719,-.9538,1,3,31,540,Opened,2013,
PE13027,3,3,0,0,0,0,0,,,,,,,,,,,,,,,146000,Preliminary Evaluation,-.34,-.9116,1111,,24,4659,Opened,2013,
PE13028,0,0,0,,0,,0,0,0,0,,0,,28,0,0,0,,0,,28,756,Preliminary Evaluation,0,-.8957000000000001,,,,,Opened,2013,
PE13029,5,0,0,0,0,0,0,,,,,,,,,,,,,,,110000,Preliminary Evaluation,-.6124000000000001,-.9442,110,,1,11,Opened,2013,
PE13030,4,0,0,0,0,0,,,,,,,,,,,,,,,,90000,Preliminary Evaluation,-.3818,-.8074,,,,,Opened,2013,
PE13031,12,0,0,0,0,0,,,,,,,,,12,,,,,,,1000,Preliminary Evaluation,-.6486,-.9545,,,,,Opened,2013,
PE13032,0,0,0,0,0,0,1,,,,,,,,,,,,,,,2000,Preliminary Evaluation,-.5859,-.9246,,,,,Opened,2013,
PE13033,23,1,0,0,0,0,,,,,,,,,,,,,,,,40000,Preliminary Evaluation,0,-.9686,49,,13,264,Opened,2013,
PE13034,2,2,1,1,0,0,,,,,,,,,,,,,,,,79252,Preliminary Evaluation,-.34,-.9393,320,,9,1883,Opened,2013,
PE13035,15,0,1,1,0,0,0,,,,,,,,,,,,,,,64117,Preliminary Evaluation,0,-.9858,155,,38,463,Opened,2013,
PE13036,26,0,0,0,0,0,,,,,,,,,,,,,,,,61000,Preliminary Evaluation,-.6124000000000001,-.9360000000000001,,1,1,17,Opened,2013,
PE13037,0,2,0,0,0,0,,,,,,,,,,,,,,,,13108,Preliminary Evaluation,-.34,-.9530999999999999,,,,,Opened,2013,
PE13038,1,0,0,0,0,0,,,,,,,,,,,,,,,,1000,Preliminary Evaluation,-.3818,-.6124000000000001,86,,2,9,Opened,2013,
PE13039,0,0,0,,0,,0,0,0,0,,0,,1,0,0,0,,0,,1,500,Preliminary Evaluation,-.7351,-.8834,,,,,Opened,2013,
PE14001,59,2,0,0,0,,0,,,,,,,,59,2,,,,,,30000,Preliminary Evaluation,.0608,-.9485,,,,,Opened,2014,
PE14002,1,0,0,,0,,,0,0,0,,0,,,1,0,0,,0,,,100,Preliminary Evaluation,0,-.9403,,,,,Opened,2014,
PE14003,18,0,0,0,0,0,,,,,,,,,,,,,,,,,Preliminary Evaluation,-.6124000000000001,-.6486,,,,,Opened,2014,
PE14004,28,0,2,2,0,0,,,,,,,,,,,,,,,,363000,Preliminary Evaluation,0,-.8591,41,1,33,3342,Opened,2014,
PE14005,7,0,0,0,0,0,,,,,,,,,,,,,,,,62319,Preliminary Evaluation,.1779,-.9709,75,,3,29,Opened,2014,
PE14006,17,0,0,0,0,0,4,,,,,,,,17,0,,,,,,6690,Preliminary Evaluation,0,-.9371,,1,5,5,Opened,2014,
PE14007,1,0,0,0,0,0,1,,,,,,,,1,0,,,,,1,500,Preliminary Evaluation,-.3182,-.9379,,,,,Opened,2014,
PE14008,8,0,0,,0,,,18,0,0,,0,,,18,,,,,,,1000,Preliminary Evaluation,.5266999999999999,-.8739,,,,,Opened,2014,
PE14009,0,0,0,,0,,2,0,0,0,,0,,0,0,0,0,,0,,2,500,Preliminary Evaluation,-.8591,-.9879,,,,,Opened,2014,
PE14010,1,1,0,0,0,0,0,,,,,,,,1,1,,,,,,60580,Preliminary Evaluation,.6705,-.9719,735,,21,28599,Opened,2014,
PE14011,1,0,0,0,0,0,,,,,,,,,,,,,,,,50,Preliminary Evaluation,0,-.8885,,,,,Opened,2014,
PE14012,12,0,0,0,0,0,,,,,,,,,12,,,,,,,37656,Preliminary Evaluation,-.2415,-.9442,282,,6,163,Opened,2014,
PE14013,3,0,0,0,1,1,,,,,,,,,,,,,,,,110000,Preliminary Evaluation,.2263,-.9347,1,2,3,11,Opened,2014,
PE14014,8,0,0,,0,,0,0,0,0,,0,,,8,,,,,,,200000,Preliminary Evaluation,-.4019,-.8481,170,,1,24,Opened,2014,
PE14016,3,0,3,3,0,0,3,,,,,,,,,,,,,,,1092000,Preliminary Evaluation,0,.296,99774,242,3880,653040,Opened,2014,
PE14017,32,1,0,0,0,0,,,,,,,,,,,,,,,,525000,Preliminary Evaluation,-.6597,-.7579,7546,14,158,41559,Opened,2014,
PE14018,4,0,0,0,0,0,,,,,,,,,,,,,,,,360000,Preliminary Evaluation,-.4215,-.8696,,,2,49,Opened,2014,
PE14019,15,0,0,0,0,0,,,,,,,,,,,,,,,,260000,Preliminary Evaluation,-.5574,-.8235,,,2,43,Opened,2014,
PE14020,0,0,1,1,1,1,1,,,,,,,,,,,,,,,500,Preliminary Evaluation,-.5574,-.9382,76,,1,22,Opened,2014,
PE14021,5,1,1,1,0,0,0,,,,,,,,,,,,,,,500000,Preliminary Evaluation,-.296,-.959,11878,14,145,38521,Opened,2014,
PE14022,14,1,0,0,0,0,,,,,,,,,,,,,,,,123000,Preliminary Evaluation,-.6249,-.9274,2201,,72,12968,Opened,2014,
PE14023,83,0,0,0,0,0,0,,,,,,,,,,,,,,,394000,Preliminary Evaluation,-.128,-.9153,175,3,86,2263,Opened,2014,
PE14024,0,0,0,,0,,2,0,0,0,,0,,0,0,0,0,,0,,2,13000,Preliminary Evaluation,0,-.9403,,,,,Opened,2014,
PE14025,1,1,0,0,0,0,1,,,,,,,,1,1,0,,,,1,52408,Preliminary Evaluation,-.34,-.7003,,,,,Opened,2014,
PE14026,1,0,0,0,0,0,1,,,,,,,,1,,,,,,1,5000,Preliminary Evaluation,-.7003,-.9231,,,,,Opened,2014,
PE14027,0,0,0,0,0,0,1,,,,,,,,,,,,,,,20000,Preliminary Evaluation,-.4588,-.9246,980,,47,7046,Opened,2014,
PE14028,61,0,1,1,0,0,,,,,,,,,,,,,,,,205000,Preliminary Evaluation,,-.8807,3064,,33,4790,Opened,2014,
PE14029,1,1,1,2,0,,,0,0,0,0,0,,,1,1,1,2,0,,,15000,Preliminary Evaluation,-.3182,-.9442,,,,,Opened,2014,
PE14030,508,4,0,0,0,0,0,,,,,,,,,,,,,,,938000,Preliminary Evaluation,-.34,-.9716,7417,4,170,27178,Opened,2014,
PE14031,6,7,0,,0,,1,0,0,0,,0,,0,6,7,0,,0,,1,10000,Preliminary Evaluation,-.5423,-.9565,,,,,Opened,2014,
PE14032,9,1,1,1,0,0,1,,,,,,,,9,1,1,1,0,,1,20128,Preliminary Evaluation,-.2023,-.9246,,,,,Opened,2014,
PE14033,24,4,0,0,0,0,0,,,,,,,,,,,,,,,374000,Preliminary Evaluation,-.34,-.9493,,,25,2722,Opened,2014,
PE14034,2,0,0,0,0,0,,,,,,,,,2,,,,,,,17000,Preliminary Evaluation,-.3182,-.9777,106,,2,37,Opened,2014,
PE14035,0,0,0,,0,,0,0,0,0,,0,,,0,0,0,,0,,,29,Preliminary Evaluation,.1531,-.9859,,,,,Opened,2014,
PE15001,2,0,0,0,0,0,,,,,,,,,,,,,,,,195000,Preliminary Evaluation,-.4019,-.9437,85,2,6,105,Opened,2015,
PE15002,0,0,0,0,0,0,0,,,,,,,,,,,,,,,50000,Preliminary Evaluation,-.5423,-.9445,,,,,Opened,2015,
PE15003,1,1,0,0,0,0,1,,,,,,,,,,,,,,,50415,Preliminary Evaluation,-.7964,-.9638,311,,3,1303,Opened,2015,
PE15004,4,0,0,0,0,0,,,,,,,,,,,,,,,,100,Preliminary Evaluation,-.802,-.9335,,,,,Opened,2015,
PE15005,1,0,0,0,0,0,,,,,,,,,,,,,,,,100,Preliminary Evaluation,-.6908,-.5106000000000001,,,,,Opened,2015,
PE15006,0,1,0,0,0,0,1,,,,,,,,,,,,,,,500,Preliminary Evaluation,.0258,-.9952,,,,,Opened,2015,
PE15007,4,0,1,1,0,,1,,,,,,,,4,0,1,1,0,,1,3000,Preliminary Evaluation,-.8658,-.9413,,,,,Opened,2015,
PE15008,1,0,0,,0,,3,0,0,0,,0,,0,1,0,0,,0,,3,1500,Preliminary Evaluation,-.5106000000000001,-.9871,,2,,1,Opened,2015,
PE15009,0,0,0,,0,,0,0,0,0,,0,,,0,0,0,,0,,,6495,Preliminary Evaluation,-.6249,-.9371,,,,,Opened,2015,
PE15010,9,0,0,0,0,0,,,,,,,,,,,,,,,,30000,Preliminary Evaluation,-.5106000000000001,-.9638,86,4,31,521,Opened,2015,
PE15011,1,0,1,1,0,0,,,,,,,,,1,,1,1,,,,1000,Preliminary Evaluation,0,-.8794999999999999,,,,,Opened,2015,
PE15012,26,0,0,0,0,0,,,,,,,,,,,,,,,,33500,Preliminary Evaluation,0,-.91,33,,13,298,Opened,2015,
PE15013,0,0,0,,0,,0,0,0,0,,0,,,0,0,0,,0,,,162000,Preliminary Evaluation,.2732,-.9601,,,,,Opened,2015,
PE15014,29,0,0,0,0,0,2,,,,,,,,29,0,,,,,,15383,Preliminary Evaluation,-.296,-.7096,2,,6,23,Opened,2015,
PE15015,14,0,0,0,0,0,1,,,,,,,,14,0,,,,,1,6652,Preliminary Evaluation,-.296,-.802,,,,,Opened,2015,
PE15016,1,0,0,0,0,0,1,,,,,,,,1,0,,,,,1,1468,Preliminary Evaluation,-.5106000000000001,-.5859,,,,,Opened,2015,
PE15017,2,0,0,0,0,0,,,,,,,,,,,,,,,,10000,Preliminary Evaluation,-.6124000000000001,-.9716,346,,30,3645,Opened,2015,
PE15018,2,0,0,0,0,0,,,,,,,,,,,,,,,,100,Preliminary Evaluation,-.3818,-.9509,,,,,Opened,2015,
PE15019,93,1,0,0,0,0,0,,,,,,,,93,1,,,,,,130000,Preliminary Evaluation,-.4939,-.9749,655,2,41,545,Opened,2015,
PE15020,1,0,0,0,0,0,,,,,,,,,,,,,,,,20000,Preliminary Evaluation,0,-.9612000000000001,357,,10,1304,Opened,2015,
PE15021,9,0,0,0,0,0,,,,,,,,,,,,,,,,20000,Preliminary Evaluation,-.8225,-.9153,1401,,35,10029,Opened,2015,
PE15022,6,0,0,0,0,0,0,,,,,,,,,,,,,,,54000,Preliminary Evaluation,-.5423,-.7506,337,,22,207,Opened,2015,
PE15023,0,1,0,0,1,2,1,,,,,,,,,,,,,,,6000,Preliminary Evaluation,-.2584,-.9661999999999999,,,,,Opened,2015,
PE15024,18,0,0,0,0,0,,,,,,,,,,,,,,,,121000,Preliminary Evaluation,-.4404,-.9274,1694,3,113,32430,Opened,2015,
PE15025,221,0,0,0,0,0,,,,,,,,,,,,,,,,630000,Preliminary Evaluation,,-.3818,12904,3,147,37026,Opened,2015,
PE15026,32,2,0,0,0,0,,,,,,,,,32,2,,,,,,250000,Preliminary Evaluation,-.8316,-.9702,3135,3,100,16580,Opened,2015,
PE15027,1,0,2,2,0,0,1,,,,,,,,,,,,,,,490000,Preliminary Evaluation,0,-.9876,,,,,Opened,2015,
PE15028,605,4,0,0,0,,,3092,11,1,1,0,,,3609,15,1,1,0,,,517945,Preliminary Evaluation,-.6808,-.9972,9933,14,176,56262,Opened,2015,
PE15029,19,1,1,1,0,0,,,,,,,,,,,,,,,,384000,Preliminary Evaluation,-.3818,-.9786,224,3,166,25254,Opened,2015,
PE15030,14,5,3,3,0,0,0,,,,,,,,,,,,,,,408000,Preliminary Evaluation,-.2732,-.7351,1385,,48,14221,Opened,2015,
PE15031,43,0,0,0,0,0,,,,,,,,,,,,,,,,186000,Preliminary Evaluation,0,-.9816,180,1,76,1567,Opened,2015,
PE15032,0,0,0,,0,,16,0,0,0,,0,,,0,0,0,,0,,,35400,Preliminary Evaluation,-.8555,-.9413,2,1,2,4,Opened,2015,
PE15033,22,0,0,0,0,0,22,,,,,,,,22,,,,,,22,2000,Preliminary Evaluation,-.9081,-.4075,,,,,Opened,2015,
PE15034,1,0,0,,0,,,0,0,0,,0,,,1,0,0,,0,,,1000,Preliminary Evaluation,-.8074,-.8442,,,,,Opened,2015,
PE15035,2,3,0,0,0,0,2,,,,,,,,,,,,,,,58,Preliminary Evaluation,-.8074,-.9825,,,,,Opened,2015,
PE16001,73,0,1,1,0,0,,,,,,,,,,,,,,,,400000,Preliminary Evaluation,,-.9779,12046,9,646,101999,Opened,2016,
PE16002,20,4,4,4,0,0,1,,,,,,,,20,4,4,4,0,,1,1500,Preliminary Evaluation,0,-.8316,,,,,Opened,2016,
PE16003,33,4,0,0,0,0,,,,,,,,,,,,,,,,420000,Preliminary Evaluation,-.3182,-.9819,2217,2,75,10855,Opened,2016,
PE16004,2,0,0,,0,,0,0,0,0,,0,,66,2,0,0,,0,,0,1000,Preliminary Evaluation,0,-.9428,,,,,Opened,2016,
PE16005,0,0,0,,0,,7,0,0,0,,0,,,0,0,0,,0,,,5000,Preliminary Evaluation,,-.9729,281,4,19,184,Opened,2016,
PE16006,135,2,2,5,0,0,26,,,,,,,,135,2,2,5,,,26,134989,Preliminary Evaluation,0,-.9687,2381,5,49,5399,Opened,2016,
PE16007,0,1,0,0,1,1,1,,,,,,,,,,,,,,,25000,Preliminary Evaluation,-.7351,-.836,7,3,7,33,Opened,2016,
PE16008,154,1,0,0,0,0,,,,,,,,,,,,,,,,638612,Preliminary Evaluation,-.7184,-.8709,5840,1,287,38223,Opened,2016,
PE16009,43,3,2,2,0,0,,,,,,,,,43,3,2,2,0,,,430000,Preliminary Evaluation,-.8176,-.9667,,,5,18,Opened,2016,
PE16010,4,1,0,,0,,,,,,,,,,4,1,0,,0,,,8000,Preliminary Evaluation,0,-.7184,121,,5,280,Opened,2016,
PE16011,547,12,3,4,0,0,,,,,,,,,,,,,,,,262599,Preliminary Evaluation,-.3182,-.9849,2842,2,95,14199,Opened,2016,
PE16012,1560,0,1,1,0,0,,,,,,,,,,,,,,,,380000,Preliminary Evaluation,-.34,-.8487,4260,,93,14072,Opened,2016,
PE16013,3,0,0,0,0,0,1,,,,,,,,,,,,,,,155000,Preliminary Evaluation,0,-.8401999999999999,,4,9,272,Opened,2016,
PE16014,43,25,8,9,0,0,,,,,,,,,,,,,,,,1000000,Preliminary Evaluation,0,-.7717000000000001,661,,43,16135,Opened,2016,
PE16015,7,7,4,4,0,0,,,,,,,,,,,,,,,,39000,Preliminary Evaluation,0,-.8401999999999999,161,1,2,4,Opened,2016,
PE16016,8,8,0,0,0,0,,,,,,,,,,,,,,,,42875,Preliminary Evaluation,-.34,-.9337,25,4,15,726,Opened,2016,
PE16017,141,3,0,0,0,0,,,,,,,,,,,,,,,,474862,Preliminary Evaluation,-.4939,-.9489,7725,7,129,22966,Opened,2016,
PE16018,2,0,1,1,0,0,,,,,,,,,,,,,,,,313000,Preliminary Evaluation,-.4939,-.9246,430,1,44,1806,Opened,2016,
PE17001,5,0,0,,0,,0,,,,,,,,5,0,0,,0,,,3000,Preliminary Evaluation,-.296,-.9612000000000001,,,,,Opened,2017,
PE17002,58,1,1,3,0,0,,,,,,,,,,,,,,,,110000,Preliminary Evaluation,-.5266999999999999,-.9807,38,,10,244,Opened,2017,
PE17003,44,0,0,0,0,0,,,,,,,,,,,,,,,,105000,Preliminary Evaluation,-.891,-.7964,421,,19,5390,Opened,2017,
PE17004,0,0,0,,0,,4,,,,,,,,0,0,0,,0,,4,12956,Preliminary Evaluation,-.7964,-.9273,86,,3,11,Opened,2017,
PE17005,1,0,0,,1,1,,0,0,0,,0,0,,1,0,0,,1,1,,4779,Preliminary Evaluation,-.5106000000000001,-.9871,,,,,Opened,2017,
PE17006,0,0,0,0,0,0,7,,,,,,,,,,,,,,,500,Preliminary Evaluation,-.9136,-.9716,,4,39,1,Opened,2017,
PE17007,3,0,0,0,0,0,,,,,,,,,,,,,,,,841000,Preliminary Evaluation,0,-.9523,3662,2,95,13941,Opened,2017,
PE17008,0,0,0,0,0,0,0,,,,,,,,,,,,,,,4656,Preliminary Evaluation,-.7096,-.9647,,2,14,2,Opened,2017,
PE17009,10,2,9,13,1,1,,,,,,,,,,,,,,,,40000,Preliminary Evaluation,-.875,-.9812,,,,,Opened,2017,
PE18001,0,0,0,0,0,0,2,,,,,,,,,,,,,,,129,Preliminary Evaluation,-.4019,-.7506,,,,,Opened,2018,
PE18002,9,0,0,0,0,0,,,,,,,,,,,,,,,,8854,Preliminary Evaluation,-.5423,-.8555,2,,3,3,Opened,2018,
PE18003,2,6,5,6,4,4,1,,,,,,,,,,,,,,,425000,Preliminary Evaluation,-.7096,-.9883999999999999,2121,24,278,10967,Opened,2018,
PE18004,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,Preliminary Evaluation,-.8473000000000001,-.9922,2409,31,92,1032,Opened,2018,
PE18005,3,0,0,0,0,0,0,,,,,,,,,,,,,,,732500,Preliminary Evaluation,-.296,-.6124000000000001,24715,5,554,249026,Opened,2018,
PE18006,20,0,0,0,0,0,5,,,,,,,,,,,,,,5,84513,Preliminary Evaluation,-.6908,-.9808,183,1,33,786,Opened,2018,
PE18007,40,2,0,0,0,0,,,,,,,,,,,,,,,,127000,Preliminary Evaluation,-.6551,-.8901,2433,1,126,19318,Opened,2018,
PE18008,5,5,0,0,0,0,,,,,,,,,,,,,,,,1425000,Preliminary Evaluation,-.6249,-.9336,3197,3,159,22001,Opened,2018,
PE18009,5,0,0,,0,,2,,,,,,,,,,,,,,,3500,Preliminary Evaluation,0,-.959,,,,,Opened,2018,
PE18010,4,0,0,0,0,0,2,,,,,,,,,,,,,,,35900,Preliminary Evaluation,-.9282,-.967,188,,3,7,Opened,2018,
PE18011,5,0,0,,0,,,,,,,,,,5,0,0,,0,,,54400,Preliminary Evaluation,0,-.7096,3435,1,28,4122,Opened,2018,
PE18012,111,9,2,2,0,0,,,,,,,,,,,,,,,,2732000,Preliminary Evaluation,-.5994,-.9468,25890,19,945,594046,Opened,2018,
PE18013,4,1,0,0,0,0,1,,,,,,,,,,,,,,,374000,Preliminary Evaluation,-.296,-.9928,1369,12,143,3770,Opened,2018,
PE18014,7,0,0,0,0,0,,,,,,,,,,,,,,,,30000,Preliminary Evaluation,-.7351,-.9633,149,,,,Opened,2018,
PE18015,1,0,0,,0,,1,,,,,,,,1,0,0,,0,,1,83000,Preliminary Evaluation,-.0258,-.9081,,,,,Opened,2018,
PE18016,2,1,1,1,0,0,,,,,,,,,,,,,,,,200000,Preliminary Evaluation,-.3182,-.9786,,,,,Opened,2018,
PE19001,7,0,0,0,0,0,3,,,,,,,,,,,,,,,7700,Preliminary Evaluation,-.2023,-.7845,4881,,9,3921,Opened,2019,
PE19002,6,0,0,,0,,0,,0,0,,0,,,,0,0,,0,,,980,Preliminary Evaluation,-.9313,-.9387,,,,,Opened,2019,
PE19003,160,160,3,3,0,,1,1181,1181,23,23,0,,0,1341,1341,26,26,0,,1,1298220,Preliminary Evaluation,,-.8193,6722,26,428,19538,Opened,2019,
PE19004,244,244,9,11,1,1,1,1540,1540,50,66,1,1,3,1784,1784,59,77,1,1,4,1686790,Preliminary Evaluation,,-.994,2048,21,281,4631,Opened,2019,
PE19005,7,1,0,,0,,17,0,0,0,,0,,,7,1,0,,0,,,23635,Preliminary Evaluation,-.296,-.9287,,,,,Opened,2019,
PE19006,2,0,1,4,0,0,0,,,,,,,,,,,,,,,,Preliminary Evaluation,-.2052,-.7506,664,1,36,821,Opened,2019,
PE19007,0,0,0,0,0,0,0,,,,,,,,,,,,,,,69724,Preliminary Evaluation,-.3322,-.9118000000000001,30,,1,12,Opened,2019,
PE19008,3,0,0,0,0,0,,,,,,,,,,,,,,,,4900,Preliminary Evaluation,0,-.4588,,,,,Opened,2019,
PE19009,51,0,0,0,0,0,0,,,,,,,,,,,,,,,553692,Preliminary Evaluation,0,-.9678,1491,6,163,12130,Opened,2019,
